Year;Month;Day;Hour;Minute;Temperature;RelativeHumidity;MeanSeaLevelPressure;TotalPrecipitation;TotalPrecipitationLR;SnowfallAmount;SnowfallAmount;TotalCloudCover;HighCloudCover;MediumCloudCover;LowCloudCover;SunshineDuration;ShortwaveRadiation;WindSpeed1;WindDirection1;WindSpeed2;WindDirection2;WindSpeed3;WindDirection3;WindGust
2019;03;04;00;00;18.63;44.00;1013.80;0.00;0.00;0.00;0.00;100.00;13.00;100.00;0.00;-999.00;0.00;2.88;180.00;4.68;180.00;5.35;132.27;7.56
2019;03;04;01;00;17.95;48.00;1013.70;0.00;0.00;0.00;0.00;100.00;22.00;100.00;0.00;0.00;0.00;2.19;170.54;4.32;180.00;5.19;123.69;6.48
2019;03;04;02;00;17.26;53.00;1013.50;0.00;0.00;0.00;0.00;100.00;27.00;100.00;0.00;0.00;0.00;2.19;189.46;4.38;189.46;4.69;122.47;5.40
2019;03;04;03;00;16.68;58.00;1013.40;0.00;0.00;0.00;0.00;100.00;30.00;100.00;1.00;0.00;0.00;1.84;191.31;3.24;180.00;4.74;98.75;4.68
2019;03;04;04;00;16.19;61.00;1013.40;0.00;0.00;0.00;0.00;100.00;33.00;100.00;0.00;0.00;0.00;1.30;213.69;1.80;180.00;4.38;80.54;4.68
2019;03;04;05;00;15.71;65.00;1013.50;0.00;0.00;0.00;0.00;100.00;32.00;100.00;0.00;0.00;0.00;2.04;225.00;1.80;180.00;3.67;78.69;5.04
2019;03;04;06;00;15.18;67.00;1013.90;0.00;0.00;0.00;0.00;100.00;31.00;100.00;0.00;0.00;0.00;2.31;218.66;2.19;170.54;2.90;82.87;3.96
2019;03;04;07;00;14.68;69.00;1014.40;0.00;0.00;0.00;0.00;100.00;2.00;100.00;0.00;0.00;0.00;2.55;225.00;2.52;180.00;2.90;82.87;4.68
2019;03;04;08;00;14.72;69.00;1015.10;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;11.57;1.94;201.80;2.81;140.19;4.45;75.96;3.60
2019;03;04;09;00;15.26;62.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;169.10;3.32;229.40;3.32;167.47;5.00;59.74;5.04
2019;03;04;10;00;16.81;58.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;380.92;6.64;229.40;4.74;171.25;2.88;90.00;5.76
2019;03;04;11;00;18.72;51.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;574.94;8.44;219.81;6.99;168.11;5.80;150.26;4.68
2019;03;04;12;00;20.68;44.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;732.47;10.30;216.47;7.77;166.61;7.77;166.61;19.80
2019;03;04;13;00;22.46;38.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;841.05;10.80;216.87;8.40;170.13;9.03;175.43;15.48
2019;03;04;14;00;23.76;35.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;894.45;12.18;214.16;9.83;171.57;10.44;180.00;20.88
2019;03;04;15;00;24.64;33.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;888.22;12.98;213.69;10.82;176.19;11.89;181.74;18.72
2019;03;04;16;00;25.19;31.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;822.36;11.98;212.74;9.53;169.11;10.80;180.00;16.92
2019;03;04;17;00;25.45;28.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;703.99;10.99;211.61;8.47;167.74;9.72;180.00;15.48
2019;03;04;18;00;25.19;27.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;539.34;9.83;208.44;7.75;158.20;9.03;175.43;20.16
2019;03;04;19;00;24.59;26.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;345.32;8.89;201.37;8.29;145.62;9.45;162.26;19.08
2019;03;04;20;00;23.38;28.00;1014.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;133.50;8.31;184.97;9.96;130.60;11.75;152.65;18.36
2019;03;04;21;00;21.51;34.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.04;1.78;5.24;164.05;9.34;117.55;12.10;149.62;9.00
2019;03;04;22;00;19.48;42.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.67;168.69;5.12;129.29;9.00;143.13;7.92
2019;03;04;23;00;18.26;48.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.74;156.80;5.09;171.87;6.49;123.69;11.52
2019;03;05;00;00;17.18;53.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.60;123.69;4.69;175.60;6.49;123.69;6.84
2019;03;05;01;00;16.55;55.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;90.00;4.80;167.01;6.79;122.01;6.12
2019;03;05;02;00;16.13;52.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.33;85.24;4.02;153.43;5.69;124.70;4.68
2019;03;05;03;00;15.85;47.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.80;77.01;4.55;161.57;6.13;130.24;3.96
2019;03;05;04;00;15.61;41.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.35;70.35;4.35;155.56;5.96;115.02;2.52
2019;03;05;05;00;15.43;37.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.83;63.43;5.01;158.96;6.29;103.24;2.88
2019;03;05;06;00;15.26;33.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.35;65.56;5.00;149.74;6.73;105.52;1.80
2019;03;05;07;00;15.07;31.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.21;70.02;4.84;138.01;7.17;107.53;1.08
2019;03;05;08;00;15.04;34.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.38;10.68;4.90;72.90;5.86;132.51;7.34;101.31;2.52
2019;03;05;09;00;18.23;19.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;172.66;0.36;360.00;5.45;172.41;5.59;104.93;2.16
2019;03;05;10;00;19.47;23.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;389.82;5.19;236.31;5.35;160.35;5.45;97.59;2.88
2019;03;05;11;00;21.66;23.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;586.51;6.37;227.29;6.61;150.64;6.12;118.07;2.88
2019;03;05;12;00;24.12;19.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;746.71;7.64;225.00;6.44;153.43;5.69;145.30;4.32
2019;03;05;13;00;26.20;17.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;855.29;8.40;223.26;6.83;161.57;6.03;162.65;18.00
2019;03;05;14;00;27.95;15.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;908.69;9.42;223.45;7.52;163.30;7.21;177.14;18.72
2019;03;05;15;00;29.06;15.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;901.57;9.79;216.03;8.89;158.63;8.76;170.54;18.00
2019;03;05;16;00;29.68;15.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;833.93;10.88;214.22;9.90;160.91;10.11;175.91;15.48
2019;03;05;17;00;29.69;15.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;712.00;10.19;212.01;9.57;160.20;10.14;173.88;16.92
2019;03;05;18;00;29.37;15.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;542.90;9.50;204.62;8.89;148.24;9.45;162.26;16.20
2019;03;05;19;00;28.59;15.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;345.32;9.35;195.64;9.45;139.64;10.31;155.22;16.56
2019;03;05;20;00;26.84;18.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;130.83;6.85;176.99;10.50;120.96;12.48;146.77;10.08
2019;03;05;21;00;24.76;23.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.78;1.78;4.90;126.03;9.61;102.99;12.50;131.50;7.56
2019;03;05;22;00;23.22;28.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;126.87;5.80;119.74;9.18;131.82;7.20
2019;03;05;23;00;22.01;31.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.22;116.57;3.60;143.13;7.42;129.09;8.64
2019;03;06;00;00;20.96;31.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.98;95.19;2.62;164.05;6.73;105.52;7.92
2019;03;06;01;00;20.52;26.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.05;85.91;2.60;123.69;6.52;96.34;6.12
2019;03;06;02;00;20.16;20.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.03;72.65;1.61;153.43;4.74;98.75;4.32
2019;03;06;03;00;19.98;16.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.48;66.80;1.84;168.69;4.74;98.75;3.24
2019;03;06;04;00;19.81;13.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.15;65.22;2.62;164.05;4.38;99.46;2.16
2019;03;06;05;00;19.58;12.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.35;70.35;3.32;167.47;4.21;109.98;1.80
2019;03;06;06;00;19.27;12.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.24;74.05;2.81;129.81;4.68;112.62;2.16
2019;03;06;07;00;18.93;11.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.59;75.07;2.31;128.66;5.01;111.04;1.80
2019;03;06;08;00;18.63;11.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.57;9.79;5.59;75.07;2.60;123.69;5.35;109.65;1.80
2019;03;06;09;00;19.50;14.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;170.88;0.51;135.00;2.04;135.00;4.33;94.76;2.52
2019;03;06;10;00;21.02;16.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;388.93;5.35;227.73;2.31;141.34;4.02;100.30;3.24
2019;03;06;11;00;22.79;16.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;586.51;7.15;220.91;4.51;151.39;5.12;129.29;3.24
2019;03;06;12;00;24.77;17.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;747.60;9.00;216.87;6.62;157.62;7.24;153.43;5.76
2019;03;06;13;00;26.65;15.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;857.07;9.59;214.29;7.97;161.57;8.56;165.38;8.28
2019;03;06;14;00;28.22;14.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;910.47;10.81;209.98;8.77;160.82;9.47;171.25;18.36
2019;03;06;15;00;29.22;13.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;903.35;11.30;210.65;8.65;163.07;9.39;175.60;19.08
2019;03;06;16;00;29.73;13.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;835.71;11.49;212.20;9.00;163.74;9.73;177.88;14.40
2019;03;06;17;00;29.73;13.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;712.89;11.79;211.26;9.35;164.36;10.45;178.03;18.00
2019;03;06;18;00;28.98;15.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;542.90;12.25;204.30;9.90;160.91;11.25;172.65;19.44
2019;03;06;19;00;27.20;21.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;342.65;12.52;198.43;10.93;162.76;13.04;173.66;18.00
2019;03;06;20;00;24.37;30.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;127.27;9.01;182.29;10.09;145.18;13.21;162.55;11.88
2019;03;06;21;00;22.43;35.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.51;0.89;5.96;154.98;8.50;126.38;11.49;147.80;8.64
2019;03;06;22;00;21.12;38.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.38;170.54;4.69;147.53;7.49;144.78;7.92
2019;03;06;23;00;20.06;41.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.67;168.69;5.45;172.41;7.15;130.91;7.56
2019;03;07;00;00;18.97;44.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.08;159.44;4.68;180.00;6.64;130.60;7.20
2019;03;07;01;00;18.09;45.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.81;129.81;4.02;169.70;6.61;119.36;7.56
2019;03;07;02;00;17.28;44.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;119.74;5.40;180.00;5.82;111.80;5.76
2019;03;07;03;00;16.72;42.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.97;104.04;5.05;175.91;5.09;98.13;4.32
2019;03;07;04;00;16.27;39.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;97.13;4.80;167.01;4.68;90.00;3.24
2019;03;07;05;00;15.79;36.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.62;105.95;5.59;165.07;4.32;90.00;3.60
2019;03;07;06;00;15.33;32.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.74;113.20;6.03;162.65;4.69;94.40;3.60
2019;03;07;07;00;14.91;29.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.41;116.57;5.69;161.57;3.98;95.19;3.24
2019;03;07;08;00;14.68;26.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.76;8.90;2.31;128.66;5.63;153.43;3.96;90.00;2.88
2019;03;07;09;00;15.92;45.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;162.87;3.88;201.80;6.29;166.76;3.42;108.43;2.88
2019;03;07;10;00;17.24;49.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;376.47;5.80;209.74;4.55;161.57;3.71;119.05;3.60
2019;03;07;11;00;19.07;47.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;571.38;7.79;213.69;5.77;176.42;4.39;145.01;4.68
2019;03;07;12;00;21.06;44.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;731.58;10.19;212.01;8.28;180.00;8.12;167.20;7.20
2019;03;07;13;00;22.84;39.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;840.16;11.92;208.89;10.44;180.00;10.90;172.41;8.64
2019;03;07;14;00;24.43;35.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;894.45;12.41;209.54;10.08;180.00;11.52;180.00;10.44
2019;03;07;15;00;25.50;32.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;887.33;13.36;207.26;10.81;178.09;12.60;180.00;15.84
2019;03;07;16;00;25.99;31.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;818.80;12.72;205.11;8.83;168.23;10.82;176.19;18.72
2019;03;07;17;00;26.00;33.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;695.98;12.90;202.99;8.91;165.96;10.85;174.29;16.92
2019;03;07;18;00;25.48;36.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;527.77;12.30;200.56;8.43;160.02;10.18;171.87;17.64
2019;03;07;19;00;24.67;42.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;331.08;11.62;196.19;8.70;155.56;10.74;166.43;17.64
2019;03;07;20;00;23.32;49.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;120.15;7.95;185.19;7.65;138.81;10.14;152.53;15.84
2019;03;07;21;00;21.91;56.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.23;0.89;4.45;165.96;7.10;120.47;10.23;140.71;7.92
2019;03;07;22;00;20.55;63.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.96;180.00;5.48;156.80;8.79;145.01;7.92
2019;03;07;23;00;19.42;69.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;180.00;6.13;183.37;7.24;153.43;7.20
2019;03;08;00;00;18.43;74.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.97;165.96;7.34;191.31;6.76;154.80;6.12
2019;03;08;01;00;17.66;76.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.40;147.99;8.64;180.00;8.23;156.80;6.12
2019;03;08;02;00;17.00;75.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.32;130.60;6.88;173.99;8.09;147.72;5.76
2019;03;08;03;00;16.33;76.00;1011.80;0.00;0.00;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;3.08;110.56;5.51;168.69;5.86;137.49;3.96
2019;03;08;04;00;15.75;76.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;97.13;5.24;164.05;4.69;122.47;2.52
2019;03;08;05;00;15.22;77.00;1011.60;0.00;0.00;0.00;0.00;4.00;0.00;0.00;4.00;0.00;0.00;1.94;111.80;5.96;154.98;4.69;122.47;2.88
2019;03;08;06;00;14.71;77.00;1011.60;0.00;0.00;0.00;0.00;6.00;0.00;0.00;6.00;0.00;0.00;2.04;135.00;6.12;151.93;5.15;114.78;3.24
2019;03;08;07;00;14.20;78.00;1011.90;0.00;0.00;0.00;0.00;32.00;0.00;0.00;32.00;0.00;0.00;2.10;149.04;5.82;158.20;4.90;107.10;3.24
2019;03;08;08;00;13.83;81.00;1012.60;0.00;0.00;0.00;0.00;29.00;0.00;0.00;29.00;16.47;8.01;2.28;161.57;6.38;163.61;4.21;109.98;3.60
2019;03;08;09;00;15.96;53.00;1010.70;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;41.49;159.31;2.74;246.80;5.86;169.38;4.51;118.61;2.16
2019;03;08;10;00;17.12;58.00;1010.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.72;371.13;6.13;229.76;5.15;167.91;4.61;141.34;3.60
2019;03;08;11;00;18.70;60.00;1010.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;563.37;8.50;216.38;7.34;168.69;7.29;159.78;8.28
2019;03;08;12;00;20.32;60.00;1010.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;720.01;10.99;211.61;9.06;173.16;9.78;173.66;15.48
