Year;Month;Day;Hour;Minute;Temperature;RelativeHumidity;MeanSeaLevelPressure;TotalPrecipitation;TotalPrecipitationLR;SnowfallAmount;SnowfallAmount;TotalCloudCover;HighCloudCover;MediumCloudCover;LowCloudCover;SunshineDuration;ShortwaveRadiation;WindSpeed1;WindDirection1;WindSpeed2;WindDirection2;WindSpeed3;WindDirection3;WindGust
2019;03;13;06;00;18.42;21.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.52;83.66;1.44;90.00;3.55;113.96;2.52
2019;03;13;07;00;18.07;21.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.80;82.87;1.14;71.57;3.40;122.01;1.80
2019;03;13;08;00;17.83;22.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.03;4.45;5.51;78.69;1.48;75.96;3.55;113.96;1.44
2019;03;13;09;00;18.39;20.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;146.85;1.80;143.13;2.74;156.80;4.35;114.44;1.08
2019;03;13;10;00;19.91;27.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;359.56;4.10;232.13;1.48;165.96;2.52;90.00;1.44
2019;03;13;11;00;21.76;30.00;1011.20;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;60.00;554.47;5.40;233.13;2.19;170.54;1.44;90.00;1.44
2019;03;13;12;00;23.84;30.00;1010.80;0.00;0.00;0.00;0.00;51.00;37.00;51.00;0.00;58.72;703.10;7.15;229.09;3.98;185.19;2.52;180.00;3.96
2019;03;13;13;00;25.51;29.00;1010.70;0.00;0.00;0.00;0.00;100.00;54.00;100.00;0.00;27.45;784.09;9.18;221.82;5.41;183.81;5.05;184.09;6.84
2019;03;13;14;00;26.78;28.00;1010.50;0.00;0.00;0.00;0.00;100.00;56.00;100.00;0.00;0.00;785.87;10.99;211.61;7.95;174.81;8.28;180.00;9.72
2019;03;13;15;00;27.29;30.00;1010.40;0.00;0.00;0.00;0.00;100.00;49.00;100.00;0.00;0.00;775.19;12.24;208.07;9.53;169.11;10.11;175.91;10.44
2019;03;13;16;00;27.14;36.00;1010.40;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;685.30;12.57;203.63;9.23;159.44;10.31;167.91;11.88
2019;03;13;17;00;26.77;43.00;1010.60;0.00;0.00;0.00;0.00;64.00;0.00;64.00;0.00;0.00;626.56;11.84;199.54;9.02;151.39;10.03;158.96;11.16
2019;03;13;18;00;26.07;48.00;1010.70;0.00;0.00;0.00;0.00;7.00;0.00;7.00;0.00;19.15;495.73;11.79;192.34;9.50;142.70;10.14;152.53;10.80
2019;03;13;19;00;24.87;54.00;1010.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.53;300.82;11.21;185.53;9.50;142.70;10.81;150.02;10.44
2019;03;13;20;00;23.15;59.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;92.56;7.21;177.14;7.93;129.47;10.30;143.53;9.00
2019;03;13;21;00;21.89;61.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.43;0.00;3.22;153.43;4.68;112.62;7.29;122.91;7.56
2019;03;13;22;00;20.74;65.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.42;161.57;2.97;165.96;6.19;125.54;7.56
2019;03;13;23;00;19.72;67.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.05;135.00;3.26;186.34;5.86;132.51;6.84
2019;03;14;00;00;18.95;65.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.76;106.70;1.80;180.00;4.90;126.03;6.48
2019;03;14;01;00;18.47;58.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;90.00;1.61;153.43;4.80;102.99;5.76
2019;03;14;02;00;18.28;45.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;76.76;1.02;135.00;4.32;90.00;3.96
2019;03;14;03;00;18.30;33.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.17;72.47;1.30;33.69;4.69;94.40;3.24
2019;03;14;04;00;18.23;25.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.52;73.30;3.05;45.00;3.76;106.70;3.24
2019;03;14;05;00;18.06;19.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.21;74.74;2.62;74.05;4.39;124.99;2.88
2019;03;14;06;00;17.84;15.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.65;73.07;3.60;90.00;4.61;128.66;2.88
2019;03;14;07;00;17.59;13.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.77;70.82;3.60;90.00;4.39;124.99;2.52
2019;03;14;08;00;17.50;12.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.25;4.45;8.43;70.02;3.62;95.71;4.68;112.62;2.16
2019;03;14;09;00;18.56;16.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;144.18;2.74;66.80;1.08;270.00;4.51;151.39;1.44
2019;03;14;10;00;19.38;29.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;358.67;5.01;248.96;1.61;243.43;2.60;146.31;2.16
2019;03;14;11;00;21.00;32.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;554.47;5.19;236.31;2.19;170.54;3.32;139.40;2.16
2019;03;14;12;00;23.03;32.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;712.89;7.90;226.85;4.68;180.00;4.74;171.25;4.32
2019;03;14;13;00;24.75;32.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;819.69;9.29;215.54;6.88;173.99;6.88;173.99;10.44
2019;03;14;14;00;26.06;31.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;869.53;10.19;212.01;7.34;168.69;7.64;171.87;13.68
2019;03;14;15;00;26.86;30.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;858.85;10.69;212.62;7.34;168.69;7.95;174.81;16.92
2019;03;14;16;00;27.09;33.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;787.65;11.75;207.35;7.97;161.57;8.76;170.54;15.48
2019;03;14;17;00;26.80;35.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;662.16;12.07;197.35;9.34;152.45;10.03;158.96;15.48
2019;03;14;18;00;25.99;39.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;493.06;11.66;188.88;9.89;146.89;10.63;151.70;10.80
2019;03;14;19;00;24.83;44.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;297.26;11.18;183.69;9.89;146.89;11.12;150.95;9.00
2019;03;14;20;00;23.26;49.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;89.00;6.57;170.54;7.49;125.22;9.93;136.47;8.28
2019;03;14;21;00;22.07;51.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.11;0.00;3.40;147.99;3.76;106.70;7.10;120.47;7.56
2019;03;14;22;00;20.86;55.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.40;147.99;2.31;128.66;5.50;121.61;7.56
2019;03;14;23;00;19.75;57.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.10;125.54;2.19;170.54;4.69;122.47;7.92
2019;03;15;00;00;18.93;54.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.98;95.19;2.16;180.00;3.71;119.05;6.48
2019;03;15;01;00;18.46;45.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.51;78.69;1.14;161.57;2.90;97.13;4.68
2019;03;15;02;00;18.39;33.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.62;67.62;1.53;45.00;2.97;75.96;2.52
2019;03;15;03;00;18.34;25.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;67.17;2.90;29.74;3.67;78.69;2.52
2019;03;15;04;00;18.18;19.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.23;66.80;3.60;36.87;2.88;90.00;3.24
2019;03;15;05;00;17.87;15.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.37;64.54;3.05;45.00;2.97;104.04;2.88
2019;03;15;06;00;17.54;13.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.23;66.80;3.08;69.44;3.71;119.05;2.88
2019;03;15;07;00;17.21;12.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.57;64.65;3.42;71.57;3.89;123.69;2.16
2019;03;15;08;00;16.99;12.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.48;3.56;7.57;64.65;2.97;75.96;4.38;99.46;2.16
2019;03;15;09;00;17.70;14.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;144.18;5.15;65.22;2.88;90.00;3.62;84.29;2.52
2019;03;15;10;00;19.56;17.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;358.67;4.90;252.90;2.19;170.54;2.74;66.80;2.52
2019;03;15;11;00;21.37;19.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;552.69;6.49;236.31;4.55;161.57;3.32;139.40;3.60
2019;03;15;12;00;23.46;17.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;709.33;7.39;226.97;5.63;153.43;4.68;157.38;9.72
2019;03;15;13;00;25.17;16.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;815.24;6.37;227.29;5.50;148.39;3.88;158.20;14.76
2019;03;15;14;00;26.55;17.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;865.97;7.41;240.95;4.68;157.38;3.24;180.00;15.84
2019;03;15;15;00;27.34;19.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;855.29;9.00;233.13;8.05;169.70;7.57;182.73;20.16
2019;03;15;16;00;27.29;22.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;784.09;11.49;212.20;12.76;163.61;12.68;173.48;22.32
2019;03;15;17;00;26.62;24.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;658.60;11.84;199.54;13.24;157.62;13.55;163.01;21.96
2019;03;15;18;00;25.83;24.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;490.39;9.61;192.99;9.79;143.97;10.14;152.53;9.00
2019;03;15;19;00;24.72;23.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;295.48;7.57;182.73;9.73;128.99;9.67;135.00;6.84
2019;03;15;20;00;23.19;24.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;86.33;4.90;162.90;9.96;102.53;9.83;113.75;6.84
2019;03;15;21;00;21.96;26.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.79;0.00;3.55;113.96;7.92;90.00;8.56;104.62;6.84
2019;03;15;22;00;20.75;29.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;90.00;3.60;90.00;6.52;96.34;6.84
2019;03;15;23;00;19.58;33.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.98;95.19;1.53;135.00;4.38;99.46;7.20
2019;03;16;00;00;18.60;35.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.45;82.41;2.55;81.87;4.69;85.60;6.84
2019;03;16;01;00;18.04;32.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.63;70.71;3.71;60.95;4.83;63.43;6.12
2019;03;16;02;00;17.66;23.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.03;66.50;5.19;56.31;2.81;50.19;4.68
2019;03;16;03;00;17.29;16.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.14;62.53;4.33;41.63;4.07;45.00;5.40
2019;03;16;04;00;16.84;12.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.95;62.59;1.80;36.87;4.68;22.62;6.48
2019;03;16;05;00;16.55;10.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.11;65.10;4.55;71.57;2.41;26.57;6.12
2019;03;16;06;00;16.24;9.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.44;65.85;6.29;76.76;2.04;45.00;7.92
2019;03;16;07;00;16.05;8.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.12;60.95;7.90;65.77;2.90;29.74;5.40
2019;03;16;08;00;15.86;9.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.71;3.56;10.81;60.02;8.37;64.54;3.89;33.69;6.48
2019;03;16;09;00;17.04;15.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;142.40;5.12;50.71;3.08;69.44;4.35;24.44;3.24
2019;03;16;10;00;18.55;18.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;357.78;4.69;265.60;1.84;168.69;4.02;10.30;5.04
2019;03;16;11;00;20.44;19.00;1012.90;0.00;0.00;0.00;0.00;72.00;0.00;72.00;0.00;60.00;552.69;6.13;266.63;1.84;168.69;1.44;360.00;6.48
2019;03;16;12;00;22.61;16.00;1012.10;0.00;0.00;0.00;0.00;81.00;0.00;81.00;0.00;14.04;693.31;8.64;270.00;3.08;200.56;2.28;251.57;16.56
2019;03;16;13;00;24.40;17.00;1011.80;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;8.30;792.99;9.69;254.93;6.92;188.97;5.50;211.61;21.24
2019;03;16;14;00;25.49;20.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.72;857.96;10.97;228.99;12.02;171.38;11.52;180.00;26.64
2019;03;16;15;00;25.52;25.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;848.17;13.85;204.57;18.33;160.50;18.08;167.35;30.24
2019;03;16;16;00;25.29;28.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;776.08;12.07;197.35;13.24;157.62;14.24;163.86;29.88
2019;03;16;17;00;24.99;27.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;653.26;8.77;199.18;7.73;152.24;8.43;160.02;27.72
2019;03;16;18;00;24.37;27.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;486.83;5.05;184.09;6.76;115.20;6.19;125.54;22.68
2019;03;16;19;00;23.55;27.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;291.03;2.55;171.87;8.35;97.43;6.64;102.53;20.52
2019;03;16;20;00;22.16;28.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;82.77;4.10;127.87;12.60;90.00;9.89;100.49;7.20
2019;03;16;21;00;20.81;31.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.46;0.00;6.48;90.00;13.40;83.83;11.53;88.21;8.28
2019;03;16;22;00;19.81;34.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.76;90.00;9.01;87.71;9.89;79.51;5.76
2019;03;16;23;00;18.85;37.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.52;83.66;6.48;90.00;8.83;78.23;9.00
2019;03;17;00;00;17.72;37.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.52;73.30;3.22;63.43;4.39;55.01;6.84
2019;03;17;01;00;16.86;33.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.77;70.82;2.74;66.80;2.52;90.00;4.32
2019;03;17;02;00;16.32;23.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.79;72.90;1.08;90.00;3.67;78.69;6.12
2019;03;17;03;00;15.96;15.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.37;69.68;2.31;38.66;4.39;55.01;8.28
2019;03;17;04;00;15.85;11.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.36;67.38;2.55;351.87;4.84;48.01;5.04
2019;03;17;05;00;15.81;10.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.36;67.38;3.55;336.04;5.12;50.71;4.68
2019;03;17;06;00;15.54;10.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.43;70.02;2.52;360.00;5.32;61.70;4.68
2019;03;17;07;00;15.28;10.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.63;70.71;2.16;360.00;4.83;63.43;3.96
2019;03;17;08;00;15.05;11.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17.95;2.67;6.83;71.57;2.19;9.46;4.55;71.57;3.60
2019;03;17;09;00;15.05;23.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;140.62;2.41;116.57;1.14;161.57;5.50;121.61;2.52
2019;03;17;10;00;16.71;26.00;1015.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;357.78;4.33;228.37;1.94;158.20;4.69;122.47;3.60
2019;03;17;11;00;18.52;26.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;554.47;5.99;212.74;5.15;155.22;6.12;118.07;3.96
2019;03;17;12;00;20.68;23.00;1014.60;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;60.00;710.22;8.09;212.28;6.73;164.48;7.29;147.09;5.76
2019;03;17;13;00;22.57;22.00;1014.10;0.00;0.00;0.00;0.00;3.00;10.00;0.00;0.00;59.04;809.01;10.19;212.01;8.64;180.00;8.83;168.23;7.20
2019;03;17;14;00;24.15;23.00;1013.90;0.00;0.00;0.00;0.00;3.90;13.00;0.00;0.00;58.09;856.18;12.07;206.57;9.73;177.88;10.85;174.29;13.32
2019;03;17;15;00;25.14;24.00;1013.60;0.00;0.00;0.00;0.00;4.50;15.00;0.00;0.00;57.51;846.39;13.24;202.38;11.53;178.21;12.62;176.73;18.00
2019;03;17;16;00;25.55;27.00;1013.20;0.00;0.00;0.00;0.00;3.00;10.00;0.00;0.00;57.13;777.86;13.10;200.92;10.59;170.22;11.97;173.09;12.96
2019;03;17;17;00;25.49;31.00;1013.10;0.00;0.00;0.00;0.00;1.20;4.00;0.00;0.00;58.09;655.93;12.76;196.39;10.39;165.96;11.79;167.66;14.04
2019;03;17;18;00;24.98;35.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59.23;491.28;12.22;193.63;9.79;162.90;11.44;167.28;14.76
2019;03;17;19;00;23.93;42.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;286.58;11.30;189.16;9.45;162.26;11.38;161.57;15.48
2019;03;17;20;00;22.38;49.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;84.55;7.20;180.00;8.22;151.19;10.46;153.43;9.00
2019;03;17;21;00;21.06;53.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;4.69;175.60;5.50;148.39;9.50;155.38;7.56
2019;03;17;22;00;22.22;39.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.86;222.51;9.00;216.87;9.03;203.50;9.72
2019;03;17;23;00;20.70;46.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.96;180.00;4.51;151.39;7.24;153.43;8.64
